stopID,entry/update time,stopTime,stopDuration,stopInResponseToCFS,street,intersection,PID,perceivedRace,perceivedDisability,perceivedLimitedEnglish,perceivedAge,perceivedGender,perceivedLgbt,genderNonconforming,contrabandOrEvidenceDiscovered,actionTakens,personSearchGiven,propertySearchGiven,basisForSearch,basisForSearchExplanation,reasonForStop,reasonForStopDetail,reasonForStopExplanation,reaultOfStop
4414,3/17/2022 2:34,3/16/2022 14:20,10,FALSE,GRANT,OAK,1, Hispanic/Latino/a, None,TRUE,45,Female,No,FALSE, None, None,,,, , Traffic Violation, Equipment Violation, LICENSE PLATE LIGHT WAS NOT WORKING., Warning (verbal or written)
4415,3/17/2022 20:02,3/17/2022 19:50,10,FALSE,ECR,SAN ANTONIO,1, White, None,FALSE,50,Male,No,FALSE, None, None,,,, , Traffic Violation, Equipment Violation, NO OPERATING LIGHTS ON - RENTAL DRIVER FROM GEORGIA, Warning (verbal or written)
4416,3/17/2022 20:22,3/17/2022 20:05,7,FALSE,EL MONTE,FOOTHILL,1, Asian, None,FALSE,30,Female,No,FALSE, None, None,,,, , Traffic Violation, Equipment Violation, NO OPERATING REAR TAIL LIGHTS, Warning (verbal or written)
4417,3/17/2022 20:25,3/17/2022 20:15,5,FALSE,EL MONTE,HIGHWAY 280,1, White, None,FALSE,60,Male,No,FALSE, None, None,,,, , Traffic Violation, Equipment Violation, PASSENGER SIDE HEADLIGHT OUT, Warning (verbal or written)
4418,3/18/2022 8:51,3/18/2022 8:48,5,FALSE,marich ave,clark ave,1, Hispanic/Latino/a, None,FALSE,45,Male,No,FALSE, None, None,,,, , Traffic Violation," Non-moving Violation, including Registration Violation", vehicle exp 2020 displaying 2022 reg sticker, Warning (verbal or written)
4419,3/18/2022 8:58,3/18/2022 8:56,8,FALSE,St joseph,Granger,1, White, None,FALSE,35,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Pass over double yellow to make right turn, Citation for infraction
4420,3/18/2022 10:25,3/18/2022 10:24,10,FALSE,san antonio rd,arbuelo ave,1, White, None,FALSE,25,Female,No,FALSE, None, None,,,, , Traffic Violation," Non-moving Violation, including Registration Violation", exp reg 12/21, Citation for infraction
4421,3/18/2022 11:44,3/18/2022 8:45,10,FALSE,St. Joseph Ave,Granger,1, White, None,FALSE,50,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Observed driver drive to left of double yellow lines on St. Joseph to left on Granger over keep clear area. Stopped and identified. Cited and released, Citation for infraction
4422,3/18/2022 14:31,3/18/2022 14:28,10,FALSE,grant road,,1, Middle Eastern or South Asian, None,FALSE,40,Male,No,FALSE, None, None,,,, , Reasonable Suspicion; Reasonable Suspicion, Actions indicative of casing a victim or location; Matched suspect description, tesla salesman not leaving; tesla salesman not leaving, No Action
4423,3/18/2022 20:53,3/18/2022 20:15,25,FALSE,San Antonio rd,Almond ave,1, White, None,FALSE,90,Female,No,FALSE, None, None,,,, , Reasonable Suspicion, Matched suspect description, Rp reoriented driver was possibly intoxicated, No Action
4424,3/18/2022 22:48,3/18/2022 21:19,50,FALSE,State street ,Plaza central,1, White, None,FALSE,30,Female,No,FALSE, None, None,,,, , Reasonable Suspicion, Matched suspect description, Subject was reported intoxicated., Noncriminal transport or caretaking transport
4425,3/19/2022 3:27,3/19/2022 3:25,5,FALSE,San Antonio rd,Sherwood ave,1, Hispanic/Latino/a, None,FALSE,35,Male,No,FALSE, None, None,,,, , Traffic Violation, Equipment Violation, Passenger headlight out, Warning (verbal or written); Warning (verbal or written)
4426,3/19/2022 8:28,3/19/2022 6:30,5,FALSE,fallen leaf lane,alexander way,1, Asian, None,FALSE,25,Male,No,FALSE, None, None,,,, , Reasonable Suspicion, Other Reasonable Suspicion of a crime, passed out in vehicle next to pile of vomit, Field interview card completed
4427,3/19/2022 14:29,3/19/2022 6:36,2,FALSE,ecr,,1, White," Intellectual or developmental disability, including dementia",FALSE,35,Male,No,FALSE, None, None,,,, , Reasonable Suspicion, Matched suspect description, loitering cigarette store, Warning (verbal or written)
4428,3/19/2022 22:14,3/19/2022 22:12,15,FALSE,Grant rd,Crist rd,1, White, None,FALSE,18,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Drove through red light, Citation for infraction
4429,3/20/2022 7:44,3/20/2022 7:39,5,FALSE,EL CAMINO REAL,,1, White, Other disability,FALSE,60,Male,No,FALSE, None, None,,,, , Reasonable Suspicion, Officer witnessed commission of a crime, SUBJECT ON PROPERTY SLEEPING, Warning (verbal or written)
4430,3/20/2022 21:16,3/20/2022 21:13,20,FALSE,Ben roe dr,,1, White, Mental health condition,FALSE,30,Male,No,FALSE, None, Asked for consent to search person; Handcuffed or flex cuffed; Search of person was conducted, true,, Consent given; Officer Safety/safety of others," Consented to search, and searched for officer safety; Consented to search, and searched for officer safety", Reasonable Suspicion, Matched suspect description, Fighting with father in house and front yard, Psychiatric hold
4431,3/21/2022 7:20,3/21/2022 6:30,5,FALSE,grant,fremont,1, White, None,FALSE,45,Female,No,FALSE, None, None,,,, , Traffic Violation," Non-moving Violation, including Registration Violation", exp sticker, No Action
4432,3/21/2022 7:40,3/21/2022 7:20,15,FALSE,EL CAMINO REAL,CASTRO,1, Hispanic/Latino/a, None,FALSE,38,Female,No,FALSE, None, None,,,, , Traffic Violation, Equipment Violation, EXPIRED REGISTRATION FROM 02/2021 - WAS CITED FOR 12500A, Citation for infraction; Warning (verbal or written)
4433,3/21/2022 8:00,3/21/2022 7:52,2,FALSE,El Camino ,San Antonio ,1, Asian, None,FALSE,35,Male,No,FALSE, None, None,,,, , Traffic Violation," Non-moving Violation, including Registration Violation", No tabs, Warning (verbal or written)
4434,3/21/2022 9:32,3/21/2022 9:20,15,FALSE,EL CAMINO REAL,,1, Hispanic/Latino/a, None,FALSE,25,Male,No,FALSE, None, Asked for consent to search person; Search of person was conducted, true,, Consent given; Officer Safety/safety of others, CONSENUAL ENCOUNTER AND PAT SEARCH CONDUCTED.; CONSENUAL ENCOUNTER AND PAT SEARCH CONDUCTED., Consensual Encounter resulting in a search, , CONDUCTED A CONSENUAL ENCOUNTER OF SUBJECT BUT DETERMINED THERE WAS NO WANTS., Field interview card completed
4435,3/21/2022 10:43,3/21/2022 7:20,5,FALSE,begen,,1, Black/African American, None,FALSE,30,Male,No,FALSE, None, None,,,, , Traffic Violation, Equipment Violation, brake lights white due to red platic missing, Warning (verbal or written)
4436,3/21/2022 11:06,3/21/2022 11:04,10,FALSE,cammelia,springer,1, White, None,FALSE,30,Male,No,FALSE, None, None,,,, , Traffic Violation, Equipment Violation, flat tire 11-54 occ'ed, Warning (verbal or written)
4437,3/21/2022 12:55,3/21/2022 12:54,10,FALSE,el monte,foothill,1, White, None,FALSE,40,Male,No,FALSE, None, None,,,, , Traffic Violation," Non-moving Violation, including Registration Violation", exp 2019, Warning (verbal or written)
4438,3/21/2022 14:22,3/21/2022 14:04,15,FALSE,LOS ALTOS AVE,YERBA SANTA,1, Asian, None,FALSE,35,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, DRIVER WAS TRAVELING 41 MPH IN  A 25 MPH RESIDENTIAL ZONE, Citation for infraction
4439,3/21/2022 14:51,3/21/2022 14:50,15,FALSE,grant,newcastle,1, Hispanic/Latino/a, None,FALSE,50,Male,No,FALSE, None, Curbside detention; Physical or Vehicle contact; Search of person was conducted; Search of property was conducted,,, Condition of parole / probation/ PRCS / mandatory supervision, , Consensual Encounter resulting in a search, , parolee, No Action
4440,3/21/2022 16:01,3/21/2022 16:00,5,FALSE,colleen,holt,1, Hispanic/Latino/a, Speech impairment or limited use of language,TRUE,25,Male,No,FALSE, None, None,,,, , Traffic Violation," Non-moving Violation, including Registration Violation"," exp reg stickers, reg suspended", Warning (verbal or written)
4441,3/21/2022 23:16,3/21/2022 18:33,5,FALSE,los altos ave,marisposa ave,1, Hispanic/Latino/a, None,FALSE,55,Female,No,FALSE, None, None,,,, , Traffic Violation, Equipment Violation, license plate lamp out, Warning (verbal or written)
4442,3/21/2022 23:49,3/21/2022 23:47,5,FALSE,los altos ave,el camino real,1, White, None,FALSE,45,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 45mph in a 25mph, Warning (verbal or written)
4443,3/22/2022 2:45,3/22/2022 2:43,5,FALSE,foothill expy,el monte ave,1, White, None,FALSE,25,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 65mph in a 45mph, Warning (verbal or written)
4444,3/22/2022 4:05,3/22/2022 4:02,5,FALSE,el monte ave,cuesta dr,1, White, None,FALSE,25,Male,No,FALSE, None, None,,,, , Traffic Violation, Equipment Violation, headlight out, Warning (verbal or written)
4445,3/22/2022 7:54,3/22/2022 7:54,5,FALSE,fhe,el monte,1, Hispanic/Latino/a; White, None,FALSE,30,Female,No,FALSE, None, None,,,, , Traffic Violation," Non-moving Violation, including Registration Violation", exp reg 12/21, Warning (verbal or written)
4446,3/22/2022 9:02,3/22/2022 9:01,10,FALSE,springer,cammelia,1, Middle Eastern or South Asian, None,FALSE,25,Female,No,FALSE, None, None,,,, , Traffic Violation," Non-moving Violation, including Registration Violation"," exp 2020, but owners responsibility au pair dirving vehicle", Warning (verbal or written)
4447,3/22/2022 12:46,3/22/2022 9:48,5,FALSE,university,el monte,1, White, None,FALSE,25,Male,No,FALSE, None, None,,,, , Traffic Violation," Non-moving Violation, including Registration Violation", dispatch advised exp reg, No Action
4448,3/22/2022 14:12,3/22/2022 14:11,10,FALSE,springer,paco,1, White, None,FALSE,16,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation," speeding, cracked windshield, and not using signals, on provisional license", Warning (verbal or written)
4449,3/22/2022 16:50,3/22/2022 16:36,5,FALSE,FOOTHILL,GRANT,1, Asian, None,FALSE,30,Male,No,FALSE, None, None,,,, , Traffic Violation, Equipment Violation, EXPIRED REGISTRATION SINCE 01/2022-DUE TO SMOG, Warning (verbal or written)
4450,3/22/2022 17:04,3/22/2022 16:55,5,FALSE,CUESTA,SAN ANTONIO,1, Black/African American, None,FALSE,30,Male,No,FALSE, None, None,,,, , Traffic Violation, Equipment Violation, EXPIRED REGISTRATION SINCE OCTOBER 2021-ALREADY WAS CITED BY CHP PRIOR., Warning (verbal or written)
4451,3/22/2022 23:53,3/22/2022 23:52,5,FALSE,grant rd,portland ave,1, White, None,FALSE,25,Female,No,FALSE, None, None,,,, , Traffic Violation, Equipment Violation, headlight out, Warning (verbal or written)
4452,3/23/2022 0:33,3/23/2022 0:32,5,FALSE,springer ave,covington rd,1, White, None,FALSE,22,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 40mph in a 25mph, Warning (verbal or written)
4453,3/23/2022 3:05,3/23/2022 3:04,5,FALSE,el monte ave,almond ave,1, Hispanic/Latino/a, None,FALSE,30,Male,No,FALSE, None, None,,,, , Traffic Violation, Equipment Violation, front license plate hanging off, Warning (verbal or written)
4454,3/23/2022 10:04,3/23/2022 10:02,5,FALSE,San Antonio ,Hawthorne ,1, Asian, None,FALSE,45,Male,No,FALSE, None, None,,,, , Traffic Violation, Equipment Violation, Cracked windshield, Warning (verbal or written)
4455,3/23/2022 10:40,3/23/2022 10:39,5,FALSE,Fremont,Fallen leaf ,1, Hispanic/Latino/a, None,FALSE,55,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Cell phone, Warning (verbal or written)
4456,3/23/2022 11:27,3/23/2022 11:25,5,FALSE,San Antonio ,El Camino real ,1, Hispanic/Latino/a, None,FALSE,60,Male,No,FALSE, None, None,,,, , Traffic Violation, Equipment Violation, Tinted tailamp, Warning (verbal or written)
4457,3/23/2022 13:16,3/23/2022 13:15,5,FALSE,Foothill expressway ,Springer ,1, White, None,FALSE,60,Male,No,FALSE, None, None,,,, , Traffic Violation," Non-moving Violation, including Registration Violation", Expired reg, Citation for infraction; Citation for infraction
4458,3/23/2022 15:30,3/23/2022 15:29,5,FALSE,San Antonio ,Almond ,1, Hispanic/Latino/a, None,FALSE,18,Female,No,FALSE, None, None,,,, , Traffic Violation, Equipment Violation, Cracked windshield, Warning (verbal or written); Warning (verbal or written)
4459,3/23/2022 20:57,3/23/2022 20:56,3,FALSE,FOOTHILL EXP,MAGDALENA AVE,1, White, None,FALSE,60,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, DRIVER WARNED AND RELEASED, Warning (verbal or written)
4460,3/23/2022 21:06,3/23/2022 21:04,5,FALSE,San Antonio rd,Coronado ave,1, Asian, None,FALSE,50,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 46 mph is a 35 zone, Warning (verbal or written)
4461,3/23/2022 21:10,3/23/2022 20:45,5,FALSE,EL MONTE AV,UNIVERSITY AVE,1, Hispanic/Latino/a, None,TRUE,27,Male,No,FALSE, None, Person removed from vehicle by order,,,, , Traffic Violation," Non-moving Violation, including Registration Violation", EXPIRED REG, No Action
4462,3/23/2022 21:13,3/23/2022 21:12,5,FALSE,MAGDALENA AVE,FOOTHILL EXPRESSWAY,1, Hispanic/Latino/a, None,FALSE,25,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, DRIVER WARNED AND RELEASED, Warning (verbal or written)
4463,3/23/2022 21:40,3/23/2022 21:20,5,FALSE,El Monte ,Woodstock,1, White, None,FALSE,60,Female,No,FALSE, None, None,,,, , Traffic Violation, Equipment Violation, Lights not on furring darkness, Warning (verbal or written)
4464,3/23/2022 21:45,3/23/2022 21:42,5,FALSE,Foothill expressway ,El Monte ave,1, Hispanic/Latino/a, None,FALSE,30,Female,No,FALSE, None, None,,,, , Traffic Violation, Equipment Violation, License plate lamps out, Warning (verbal or written)
4465,3/24/2022 8:09,3/24/2022 8:08,5,FALSE,Almond ,N Gordon ,1, Asian, None,FALSE,45,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Pass in bike lane, Warning (verbal or written)
4466,3/24/2022 8:26,3/24/2022 8:25,10,FALSE,San Antonio ,Almond ,1, White, None,FALSE,45,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, No right turn, Citation for infraction; Citation for infraction
4467,3/24/2022 8:55,3/24/2022 8:40,10,FALSE,Covington ,Golden Abe,1, Asian, None,FALSE,30,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Right turn after going through intersection had to back up then turn, Citation for infraction
4468,3/25/2022 8:49,3/25/2022 8:30,8,FALSE,Miramonte dr,Eastwood,1, Middle Eastern or South Asian, None,FALSE,35,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Rt turn on posted no rt turn 7am to 10am, Citation for infraction
4469,3/25/2022 8:52,3/25/2022 8:37,5,FALSE,Miramonte dr,Eastwood,1, Asian, None,FALSE,40,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Regulatory sign no rt turn, Citation for infraction
4470,3/25/2022 8:52,3/25/2022 8:40,5,FALSE,Miramonte dr,Eastwood,1, Asian, None,FALSE,40,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Regulatory sign no rt turn, Citation for infraction
4471,3/25/2022 8:54,3/25/2022 8:45,5,FALSE,Miramonte dr,Eastwood,1, Hispanic/Latino/a, None,FALSE,35,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Regulatory sign no rt turn 7am to 10am, Citation for infraction
4472,3/25/2022 9:36,3/25/2022 8:25,10,FALSE,Eastwood ,Miramonte ,1, Asian, None,FALSE,35,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Observed driver making right turn against regulatory sign preventing turn between 7a and 10a, Citation for infraction
4473,3/25/2022 9:38,3/25/2022 8:32,11,FALSE,Eastwood ,Miramonte ,1, White, None,FALSE,17,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Observed driver making right turn against regulatory sign preventing turn from 7a to10a, Citation for infraction
4474,3/25/2022 10:06,3/25/2022 10:05,3,FALSE,grant,farndon,1, White, None,FALSE,55,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, speeding, Warning (verbal or written)
4475,3/25/2022 12:00,3/25/2022 10:07,5,FALSE,fhe,elmonte,1, Hispanic/Latino/a, None,FALSE,40,Male,No,FALSE, None, None,,,, , Traffic Violation," Non-moving Violation, including Registration Violation", exp reg and pno on file, Warning (verbal or written)
4476,3/25/2022 12:07,3/25/2022 7:25,90,FALSE,MAGDALENA,FOOTHILL,1, Pacific Islander, None,FALSE,25,Female,No,FALSE, Weapon(s) other than a firearm, Curbside detention; Handcuffed or flex cuffed; Patrol car detention; Search of person was conducted; Search of property was conducted,,, Incident to arrest; Officer Safety/safety of others; Suspected weapons; Visible contraband, HANDLE OF KNIFE VISIBLY PROTRUDING FROM RIGHT FRONT POCKET.; HANDLE OF KNIFE VISIBLY PROTRUDING FROM RIGHT FRONT POCKET.; HANDLE OF KNIFE VISIBLY PROTRUDING FROM RIGHT FRONT POCKET.; HANDLE OF KNIFE VISIBLY PROTRUDING FROM RIGHT FRONT POCKET., Consensual Encounter resulting in a search, , PASSERBY REQUESTED A WELFARE CHECK...SUBJECT WAS FOUND TO BE CARRYING A KNIFE AS WELL AS A WARRANT OUT OF SFPD., Custodial Arrest pursuant to outstanding warrant; Custodial Arrest without warrant
4477,3/25/2022 14:12,3/25/2022 12:00,10,FALSE,loyola,frontero,1, White, None,FALSE,35,Male,No,FALSE, None, None,,,, , Traffic Violation," Non-moving Violation, including Registration Violation", false tabs and exp reg, In-field cite and release; In-field cite and release
4478,3/25/2022 14:22,3/25/2022 14:12,5,FALSE,springer,sladky,1, Hispanic/Latino/a, Speech impairment or limited use of language,TRUE,22,Male,No,FALSE, None, None,,,, , Traffic Violation, Equipment Violation, right brake light out, Warning (verbal or written)
4479,3/25/2022 16:42,3/25/2022 16:30,5,FALSE,EL CAMINO REAL,,1, Hispanic/Latino/a, None,FALSE,50,Male,No,FALSE, None, None,,,, , Traffic Violation, Equipment Violation, EXPIRED REGISTRATION SINCE 10-2021 - WAS PREVIOUSLY CITED., Warning (verbal or written)
4480,3/25/2022 16:44,3/25/2022 16:35,5,FALSE,EL CAMINO REAL,,1, Middle Eastern or South Asian, None,FALSE,35,Male,No,FALSE, None, None,,,, , Traffic Violation, Equipment Violation, EXPIRED REGISTRATION SINCE 12-2021 WAS WARNED., Warning (verbal or written)
4481,3/25/2022 16:47,3/25/2022 14:22,5,FALSE,fallen leaf,marshall court,1, Asian, None,FALSE,30,Male,No,FALSE, None, None,,,, , Traffic Violation," Non-moving Violation, including Registration Violation", no plates, Warning (verbal or written)
4482,3/25/2022 20:42,3/25/2022 20:41,5,FALSE,FREMONT AVE,ALTOS OAKS DR,1, Hispanic/Latino/a, None,TRUE,35,Female,No,FALSE, None, None,,,, , Traffic Violation, Equipment Violation, LICENSE PLATE LIGHT OUT, Warning (verbal or written)
4483,3/26/2022 1:46,3/26/2022 1:45,5,FALSE,SPRINGER AVE,COVINGTON RD,1, White, None,FALSE,55,Male,No,FALSE, None, None,,,, , Traffic Violation, Equipment Violation, LICENSE PLATE LAMP OUT, Warning (verbal or written)
4484,3/26/2022 8:58,3/26/2022 8:50,6,FALSE,FOOTHILL EXPRESSWAY,MAGDALENA,1, Middle Eastern or South Asian, None,FALSE,30,Male,No,FALSE, None, None,,,, , Traffic Violation, Equipment Violation, EXPIRED REGISTRATION SINCE 10-2021 BUT RIP IN PROGRESS.  HAD HAZARDS ON OFF SIDE OF FOOTHILL., Warning (verbal or written)
4485,3/26/2022 10:12,3/26/2022 9:13,5,FALSE,El monte,Pilgrim ,1, White, None,FALSE,60,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Right turn from straight only lane, Warning (verbal or written)
4486,3/26/2022 11:12,3/26/2022 11:09,5,FALSE,Lyell,Second,1, Middle Eastern or South Asian, None,TRUE,40,Male,No,FALSE, None, None,,,, , Traffic Violation, Equipment Violation, Expired registration, Warning (verbal or written)
4487,3/26/2022 13:40,3/26/2022 13:37,3,FALSE,SAN ANTONIO ROAD,ARBUELO,1, Middle Eastern or South Asian, None,FALSE,50,Female,No,FALSE, None, None,,,, , Traffic Violation," Non-moving Violation, including Registration Violation", 2020 TAGS WAS EXPIRED IN 2021, Warning (verbal or written)
4488,3/26/2022 17:49,3/26/2022 16:15,5,FALSE,Rengstorff,Latham,1, Hispanic/Latino/a, None,FALSE,30,Male,No,FALSE, None, None,,,, , Traffic Violation, Equipment Violation, Right brake light out, Warning (verbal or written)
4489,3/26/2022 19:53,3/26/2022 18:09,5,FALSE,cuesta dr,el monte ave,1, Hispanic/Latino/a, None,FALSE,55,Male,No,FALSE, None, None,,,, , Traffic Violation, Equipment Violation, license plate light out, Warning (verbal or written)
4490,3/27/2022 2:20,3/27/2022 2:14,5,FALSE,san antonio rd,el camino real,1, Hispanic/Latino/a, None,TRUE,55,Female,No,FALSE, None, None,,,, , Traffic Violation," Non-moving Violation, including Registration Violation", reg exp 2/22, Warning (verbal or written)
4491,3/27/2022 16:41,3/27/2022 16:30,8,FALSE,EL MONTE,FOOTHILL,1, Pacific Islander, None,FALSE,21,Female,No,FALSE, None, None,,,, , Traffic Violation, Equipment Violation, EXPIRED REG SINCE 2019-RIP IN 2021 STILL EXPIRED., Warning (verbal or written)
4492,3/27/2022 16:46,3/27/2022 16:42,10,FALSE,San Antonio ,Angela dr,1, White, None,FALSE,80,Female,No,FALSE, None, None,,,, , Traffic Violation," Non-moving Violation, including Registration Violation", Expired tab displayed, Warning (verbal or written)
4493,3/27/2022 20:28,3/27/2022 18:03,5,FALSE,st joseph ave,granger ave,1, Middle Eastern or South Asian, None,FALSE,55,Male,No,FALSE, None, None,,,, , Traffic Violation, Equipment Violation, headlight out, Warning (verbal or written)
4494,3/29/2022 6:30,3/28/2022 8:30,25,TRUE,Grant Ave,Oak Ave,1, White, Mental health condition,FALSE,35,Male,No,FALSE, None, Asked for consent to search person; Asked for consent to search property; Handcuffed or flex cuffed; Patrol car detention; Person removed from vehicle by order; Search of person was conducted; Search of property was conducted; Vehicle impounded,,, Officer Safety/safety of others; Vehicle inventory, Subject detained and transported for 5150 and vehicle towed; Subject detained and transported for 5150 and vehicle towed, Traffic Violation, Moving Violation, Welfare check of subject’s mental health and driving ability, Psychiatric hold
4495,3/29/2022 10:07,3/29/2022 10:07,5,FALSE,Foothill ,Main,1, Hispanic/Latino/a, None,FALSE,35,Male,No,FALSE, None, None,,,, , Traffic Violation," Non-moving Violation, including Registration Violation", Expired reg, Warning (verbal or written)
4496,3/29/2022 14:54,3/29/2022 14:52,5,FALSE,Foothill ,Homestead ,1, Hispanic/Latino/a, None,FALSE,35,Male,No,FALSE, None, None,,,, , Traffic Violation," Non-moving Violation, including Registration Violation", Expired reg, Warning (verbal or written)
4497,3/29/2022 20:28,3/29/2022 20:15,5,FALSE,SAN ANTONIO RD,LOUCKS AVE,1, Hispanic/Latino/a, None,FALSE,27,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, UNSAFE LEFT TURN, No Action
4498,3/30/2022 8:49,3/30/2022 8:30,15,FALSE,ANGELA,CODY,1, Asian, None,FALSE,17,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, DRIVER WAS DOING 40 IN A 25 MPH ZONE - WAS CAPTURED BY LIDAR., Citation for infraction
4499,3/30/2022 9:12,3/30/2022 8:58,10,FALSE,Eastwood Dr,Miramonte ,1, Asian, None,FALSE,53,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Observed driver make right against regulatory sign. Stopped and identified. Cited and released, Citation for infraction
4500,3/30/2022 9:31,3/30/2022 9:17,10,FALSE,LOS ALTOS AVE,YERBA SANTA,1, Middle Eastern or South Asian, None,FALSE,45,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, DRIVER WAS GOING 40 IN A 25 MPH ZONE - WAS CAPTURED BY RADAR., Citation for infraction
4501,3/30/2022 9:40,3/30/2022 9:20,8,FALSE,Miramonte ave,Eastwood dr,1, White, None,FALSE,70,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Regularly sign rt turn, Citation for infraction
4502,3/30/2022 10:32,3/30/2022 8:17,13,FALSE,FOOTHILL ,EL MONTE,1, Hispanic/Latino/a, None,FALSE,28,Male,No,FALSE, None, None,,,, , Traffic Violation, Equipment Violation, DARK TINTED WINDOWS - WARNED AND CITED FOR 12500A, Citation for infraction; Warning (verbal or written)
4503,3/30/2022 11:10,3/30/2022 11:08,10,FALSE,Foothill expressway ,Arboretum ,1, Middle Eastern or South Asian, None,FALSE,35,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Rolled stoplight at st joseph/ stone haven, Citation for infraction
4504,3/30/2022 15:03,3/30/2022 6:18,5,FALSE,grant rd,grant rd,1, Hispanic/Latino/a, None,FALSE,27,Male,No,FALSE, None, None,,,, , Traffic Violation," Non-moving Violation, including Registration Violation", exp tags 2020, Warning (verbal or written)
4505,3/31/2022 8:39,3/31/2022 8:34,5,FALSE,fremont ave,altos oaks,1, Hispanic/Latino/a, None,TRUE,60,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, blocking intersection, Warning (verbal or written)
4506,3/31/2022 10:13,3/31/2022 10:00,8,FALSE,W Edith ave,View st,1, Middle Eastern or South Asian, None,FALSE,45,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 44 in 25mph zone, Citation for infraction
4507,3/31/2022 18:13,3/31/2022 11:55,10,FALSE,foothill expy,Magdelana,1, Middle Eastern or South Asian, None,TRUE,40,Male,No,FALSE, None, None,,,, , Traffic Violation," Non-moving Violation, including Registration Violation", expired reg, Citation for infraction
4508,3/31/2022 22:57,3/31/2022 18:23,2,FALSE,el camino,clark,1, White, None,FALSE,60,Male,No,FALSE, None, None,,,, , Traffic Violation, Equipment Violation, no lights, Warning (verbal or written)
4509,4/1/2022 2:11,4/1/2022 2:09,5,FALSE,springer,paco,1, White, None,FALSE,25,Male,No,FALSE, None, None,,,, , Traffic Violation, Equipment Violation, 11-54 in bike lane blocking driveway of residence, Warning (verbal or written)
4510,4/1/2022 2:38,4/1/2022 2:16,5,FALSE,fhe,springer,1, Hispanic/Latino/a, None,FALSE,45,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, ran 2 stop signs, Warning (verbal or written)
4511,4/1/2022 7:59,4/1/2022 7:44,10,FALSE,San Antonio Rd,Alvarado ,1, White, None,FALSE,55,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Observed driver at high speed visual (50) Lidar confirmed 50 mph north on San Antonio Rd. Driver stopped and identified by license. Cited and released, Citation for infraction
4512,4/1/2022 8:37,4/1/2022 8:35,5,FALSE,Springer ,Covington,1, Hispanic/Latino/a, None,TRUE,45,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Ped in crosswalk, Warning (verbal or written)
4513,4/1/2022 9:36,4/1/2022 9:34,10,FALSE,san antonio,cuesta,1, Asian, None,FALSE,40,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, phone in hand, Citation for infraction
4514,4/1/2022 9:57,4/1/2022 9:54,5,FALSE,oak,truman,1, Asian, None,FALSE,50,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Stop sign, Citation for infraction
4515,4/1/2022 14:37,4/1/2022 8:15,9,FALSE,San Antonio Rd,Alvarado ,1, Asian, None,FALSE,30,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Observed driver at high speed (visual 50) Lidar confirmed 50 north on San Antonio Rd. Driver stopped and identified. Driver cited and released., Citation for infraction
4516,4/1/2022 14:40,4/1/2022 9:05,10,FALSE,W. Edith Ave,Second Street ,1, White, None,FALSE,55,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Observed driver west on W.Edith Ave at 40 mph radar confirmed 41 westbound. Driver stopped and identified. Cited and released., Citation for infraction
